sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,rent_price,buy_price,built_year,has_individual_heating,has_central_heating,house_type_HouseType 1: Pisos,house_type_HouseType 2: Casa o chalet,house_type_HouseType 4: Dúplex,house_type_HouseType 5: Áticos
0.11016949152542373,0.16356877323420074,0.14285714285714285,0.16666666666666666,0.0,1174,0.0425888665325285,0.9941520467836257,1.0,0.0,True,False,False,False
0.06073446327683616,0.09851301115241635,0.21428571428571427,0.0,0.1111111111111111,658,0.015425888665325285,0.6900584795321637,1.0,0.0,True,False,False,False
0.12146892655367232,0.16728624535315986,0.2857142857142857,0.0,0.2222222222222222,1161,0.041750503018108655,0.6081871345029239,0.0,1.0,True,False,False,False
0.3008474576271186,0.379182156133829,0.2857142857142857,0.16666666666666666,0.2222222222222222,2514,0.15325285043594902,0.17543859649122806,1.0,0.0,True,False,False,False
0.012711864406779662,0.046468401486988845,0.07142857142857142,0.0,0.1111111111111111,408,0.006036217303822937,0.5263157894736842,1.0,0.0,True,False,False,False
0.3785310734463277,0.46654275092936803,0.35714285714285715,0.6666666666666666,0.1111111111111111,-9067,0.2790073775989269,0.7660818713450293,0.0,1.0,True,False,False,False
0.11581920903954802,0.17286245353159851,0.21428571428571427,0.3333333333333333,0.1111111111111111,1323,0.052649228705566736,0.8713450292397661,1.0,0.0,True,False,False,False
0.14548022598870056,0.20260223048327136,0.21428571428571427,0.0,0.1111111111111111,1712,0.08115358819584172,0.6783625730994152,0.0,1.0,True,False,False,False
0.03248587570621469,0.07806691449814127,0.14285714285714285,0.0,0.0,777,0.02062374245472837,0.4678362573099415,1.0,0.0,False,False,True,False
0.11299435028248588,0.1412639405204461,0.21428571428571427,0.16666666666666666,0.3333333333333333,1122,0.039235412474849095,0.8538011695906432,1.0,0.0,True,False,False,False
0.13983050847457626,0.19144981412639406,0.21428571428571427,0.3333333333333333,0.5555555555555556,1735,0.08283031522468143,0.631578947368421,0.0,1.0,True,False,False,False
0.059322033898305086,0.09851301115241635,0.14285714285714285,0.0,0.1111111111111111,897,0.02649228705566734,0.695906432748538,1.0,0.0,True,False,False,False
0.08192090395480225,0.10780669144981413,0.14285714285714285,0.0,0.1111111111111111,1052,0.03504359490274983,0.9122807017543859,1.0,0.0,True,False,False,False
0.03531073446327684,0.05762081784386617,0.07142857142857142,0.0,0.7777777777777778,1204,0.04455063715627096,0.9181286549707602,1.0,0.0,True,False,False,False
0.14548022598870056,0.2100371747211896,0.2857142857142857,0.16666666666666666,0.1111111111111111,1083,0.03688799463447351,0.8128654970760234,1.0,0.0,True,False,False,False
0.2824858757062147,0.37174721189591076,0.2857142857142857,0.3333333333333333,1.0,2181,0.11552649228705567,0.672514619883041,0.0,1.0,True,False,False,False
0.11864406779661017,0.1449814126394052,0.21428571428571427,0.0,0.3333333333333333,861,0.02464788732394366,0.7660818713450293,1.0,0.0,True,False,False,False
0.06638418079096045,0.10223048327137546,0.21428571428571427,0.0,0.3333333333333333,686,0.01659959758551308,0.672514619883041,1.0,0.0,True,False,False,False
0.153954802259887,0.20260223048327136,0.21428571428571427,0.16666666666666666,0.5555555555555556,1576,0.07109322602280349,0.672514619883041,0.0,1.0,True,False,False,False
0.13559322033898305,0.20260223048327136,0.21428571428571427,0.0,0.1111111111111111,994,0.03169014084507042,0.6549707602339181,1.0,0.0,True,False,False,False
0.05084745762711865,0.09665427509293681,0.14285714285714285,0.0,0.0,762,0.01995305164319249,0.9649122807017544,1.0,0.0,True,False,False,False
0.18361581920903955,0.22490706319702602,0.21428571428571427,0.16666666666666666,0.1111111111111111,2332,0.12801810865191146,0.7134502923976608,0.0,1.0,True,False,False,False
0.10310734463276836,0.16171003717472118,0.14285714285714285,0.0,0.0,913,0.02733065057008719,0.695906432748538,1.0,0.0,True,False,False,False
0.07909604519774012,0.12267657992565056,0.21428571428571427,0.0,0.0,964,0.030013413816230718,0.6140350877192983,1.0,0.0,True,False,False,False
0.05649717514124294,0.10594795539033457,0.21428571428571427,0.0,0.0,650,0.015090543259557344,0.6900584795321637,1.0,0.0,True,False,False,False
0.1115819209039548,0.1449814126394052,0.14285714285714285,0.16666666666666666,0.0,1052,0.03504359490274983,0.9181286549707602,1.0,0.0,True,False,False,False
0.13135593220338984,0.16356877323420074,0.2857142857142857,0.16666666666666666,0.3333333333333333,868,0.0249832327297116,0.847953216374269,1.0,0.0,True,False,False,False
0.05367231638418079,0.09479553903345725,0.21428571428571427,0.0,0.3333333333333333,725,0.018276324614352784,0.7017543859649122,1.0,0.0,True,False,False,False
0.1271186440677966,0.15613382899628253,0.21428571428571427,0.16666666666666666,0.4444444444444444,1564,0.07025486250838364,0.9005847953216374,1.0,0.0,True,False,False,False
0.4053672316384181,0.3847583643122677,0.21428571428571427,0.3333333333333333,0.1111111111111111,2017,0.19181757209926223,0.7017543859649122,0.0,1.0,True,False,False,False
0.08615819209039548,0.10408921933085502,0.14285714285714285,0.0,0.0,780,0.02079141515761234,0.8070175438596491,1.0,0.0,True,False,False,False
0.2274011299435028,0.22862453531598512,0.2857142857142857,0.16666666666666666,0.8888888888888888,1989,0.10127431254191818,0.783625730994152,0.0,1.0,True,False,False,False
0.2542372881355932,0.2100371747211896,0.21428571428571427,0.16666666666666666,0.1111111111111111,1943,0.09792085848423876,0.9883040935672515,0.0,1.0,True,False,False,False
0.3926553672316384,0.4052044609665427,0.2857142857142857,0.3333333333333333,0.4444444444444444,2516,0.15492957746478872,0.8187134502923976,1.0,0.0,False,False,False,True
0.1115819209039548,0.15613382899628253,0.21428571428571427,0.16666666666666666,0.4444444444444444,1027,0.0335345405767941,0.7953216374269005,1.0,0.0,True,False,False,False
0.4604519774011299,0.49070631970260226,0.2857142857142857,0.3333333333333333,0.2222222222222222,-51191,0.36284372904091217,0.5789473684210527,1.0,0.0,True,False,False,False
0.011299435028248588,0.04275092936802974,0.0,0.0,0.3333333333333333,1067,0.035881958417169686,0.22807017543859648,1.0,0.0,False,False,False,False
0.038135593220338986,0.05390334572490706,0.07142857142857142,0.0,0.2222222222222222,1213,0.04510395707578806,0.29239766081871343,1.0,0.0,True,False,False,False
0.0748587570621469,0.09851301115241635,0.14285714285714285,0.0,0.1111111111111111,816,0.022468142186452045,0.9181286549707602,1.0,0.0,True,False,False,False
0.11016949152542373,0.17472118959107807,0.14285714285714285,0.16666666666666666,0.1111111111111111,1439,0.06103286384976526,0.9064327485380117,1.0,0.0,True,False,False,False
0.0847457627118644,0.137546468401487,0.21428571428571427,0.0,0.0,798,0.021629778672032193,0.7719298245614035,1.0,0.0,True,False,False,False
0.05508474576271186,0.09851301115241635,0.21428571428571427,0.0,0.2222222222222222,666,0.015761234071093227,0.6432748538011696,1.0,0.0,True,False,False,False
0.1327683615819209,0.20260223048327136,0.21428571428571427,0.16666666666666666,0.6666666666666666,1839,0.0903755868544601,0.4678362573099415,0.0,1.0,False,False,False,True
0.10734463276836158,0.137546468401487,0.21428571428571427,0.16666666666666666,0.4444444444444444,901,0.02665995975855131,0.8128654970760234,1.0,0.0,True,False,False,False
0.08615819209039548,0.12453531598513011,0.14285714285714285,0.0,0.4444444444444444,1485,0.06438631790744467,0.8713450292397661,1.0,0.0,True,False,False,False
0.2514124293785311,0.21933085501858737,0.2857142857142857,0.16666666666666666,0.0,1473,0.06353118712273642,0.783625730994152,1.0,0.0,True,False,False,False
0.16101694915254236,0.16728624535315986,0.21428571428571427,0.16666666666666666,0.5555555555555556,1009,0.03252850435949028,0.8713450292397661,1.0,0.0,False,False,False,True
0.03954802259887006,0.0724907063197026,0.07142857142857142,0.0,0.0,976,0.0306841046277666,0.5321637426900585,1.0,0.0,True,False,False,False
0.11016949152542373,0.16356877323420074,0.2857142857142857,0.16666666666666666,0.1111111111111111,1542,0.06857813547954393,0.6900584795321637,0.0,1.0,True,False,False,False
0.15819209039548024,0.2379182156133829,0.2857142857142857,0.16666666666666666,0.8888888888888888,1553,0.06941649899396378,0.8947368421052632,1.0,0.0,True,False,False,False
0.09745762711864407,0.13940520446096655,0.14285714285714285,0.16666666666666666,0.5555555555555556,1004,0.0322280348759222,0.9941520467836257,1.0,0.0,True,False,False,False
0.07062146892655367,0.120817843866171,0.21428571428571427,0.0,0.3333333333333333,901,0.02665995975855131,0.7134502923976608,1.0,0.0,True,False,False,False
0.07344632768361582,0.11152416356877323,0.21428571428571427,0.0,0.0,566,0.011737089201877934,0.672514619883041,1.0,0.0,True,False,False,False
0.03954802259887006,0.0762081784386617,0.14285714285714285,0.0,0.3333333333333333,1122,0.039235412474849095,0.29239766081871343,1.0,0.0,True,False,False,False
0.05508474576271186,0.10780669144981413,0.14285714285714285,0.0,0.3333333333333333,1187,0.04342723004694836,0.8421052631578947,1.0,0.0,False,False,False,True
0.4661016949152542,0.516728624535316,0.35714285714285715,0.6666666666666666,0.8888888888888888,-101863,0.41146881287726356,0.6023391812865497,0.0,1.0,True,False,False,False
0.20480225988700565,0.275092936802974,0.2857142857142857,0.5,0.3333333333333333,2211,0.11787391012743126,0.847953216374269,1.0,0.0,False,False,True,False
0.10310734463276836,0.16356877323420074,0.21428571428571427,0.0,0.0,913,0.02733065057008719,0.6783625730994152,1.0,0.0,True,False,False,False
0.13559322033898305,0.15055762081784388,0.21428571428571427,0.16666666666666666,0.6666666666666666,2457,0.17002012072434608,0.9824561403508771,1.0,0.0,False,False,False,True
0.043785310734463276,0.055762081784386616,0.07142857142857142,0.0,0.0,878,0.025486250838363516,0.9941520467836257,1.0,0.0,True,False,False,False
0.24858757062146894,0.20260223048327136,0.2857142857142857,0.16666666666666666,0.6666666666666666,1536,0.20355466130114017,0.6900584795321637,1.0,0.0,False,False,False,True
0.2175141242937853,0.26765799256505574,0.2857142857142857,0.16666666666666666,0.4444444444444444,1237,0.04676391683433937,0.7602339181286549,0.0,1.0,True,False,False,False
0.08898305084745763,0.11895910780669144,0.21428571428571427,0.0,0.1111111111111111,816,0.022468142186452045,0.8304093567251462,1.0,0.0,True,False,False,False
0.11581920903954802,0.15613382899628253,0.2857142857142857,0.16666666666666666,0.1111111111111111,1135,0.04005700871898055,0.7251461988304093,0.0,1.0,True,False,False,False
0.3997175141242938,0.4423791821561338,0.21428571428571427,0.3333333333333333,0.0,-104074,0.4131455399061033,0.9298245614035088,1.0,0.0,False,False,True,False
0.08898305084745763,0.13568773234200743,0.07142857142857142,0.0,0.6666666666666666,1897,0.09456740442655935,0.6783625730994152,0.0,1.0,True,False,False,False
0.011299435028248588,0.04460966542750929,0.0,0.0,0.1111111111111111,686,0.01659959758551308,0.7368421052631579,0.0,1.0,False,False,False,False
0.059322033898305086,0.10780669144981413,0.21428571428571427,0.0,0.2222222222222222,915,0.027414486921529174,0.672514619883041,1.0,0.0,True,False,False,False
0.2514124293785311,0.3308550185873606,0.2857142857142857,0.3333333333333333,0.4444444444444444,2470,0.1431924882629108,0.6608187134502924,0.0,1.0,True,False,False,False
0.07768361581920905,0.13011152416356878,0.14285714285714285,0.0,0.2222222222222222,1485,0.06438631790744467,0.672514619883041,0.0,1.0,True,False,False,False
0.13135593220338984,0.18587360594795538,0.21428571428571427,0.0,0.5555555555555556,1038,0.03420523138832998,0.6140350877192983,1.0,0.0,True,False,False,False
0.026836158192090395,0.0687732342007435,0.14285714285714285,0.0,0.0,780,0.02079141515761234,0.4678362573099415,1.0,0.0,True,False,False,False
0.0014124293785310734,0.031598513011152414,0.0,0.0,0.2222222222222222,732,0.018611670020120725,0.9181286549707602,1.0,0.0,False,False,False,False
0.5282485875706214,0.6486988847583643,0.21428571428571427,0.3333333333333333,0.1111111111111111,-11444,0.2873910127431254,0.3684210526315789,0.0,1.0,True,False,False,False
0.03954802259887006,0.0724907063197026,0.07142857142857142,0.0,0.0,1021,0.03319919517102616,0.29239766081871343,1.0,0.0,True,False,False,False
0.153954802259887,0.19888475836431227,0.2857142857142857,0.16666666666666666,0.1111111111111111,1644,0.0761234071093226,0.8362573099415205,1.0,0.0,True,False,False,False
