sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,rent_price,buy_price,house_type_id,built_year,has_individual_heating,has_central_heating
561.0,,6,6.0,,-366133,3200000,HouseType 2: Casa o chalet,2011.0,True,False
52.0,42.0,2,1.0,2,816,170000,HouseType 1: Pisos,,,
87.0,70.0,3,2.0,4,910,198000,HouseType 1: Pisos,,,
66.0,62.0,2,1.0,2,917,200000,HouseType 1: Pisos,,,
95.0,76.0,3,2.0,2,1197,299000,HouseType 1: Pisos,,False,True
317.0,270.0,3,2.0,,2010,649000,HouseType 2: Casa o chalet,,,
169.0,104.0,4,2.0,2,1508,430000,HouseType 1: Pisos,,,
162.0,,3,2.0,1,1827,570000,HouseType 1: Pisos,2004.0,True,False
118.0,99.0,3,2.0,3,1758,540000,HouseType 1: Pisos,2004.0,True,False
550.0,,5,5.0,,-87319,2420000,HouseType 2: Casa o chalet,1972.0,True,False
900.0,800.0,7,7.0,,-188041,2800000,HouseType 2: Casa o chalet,,,
85.0,,2,2.0,4,1437,399000,HouseType 1: Pisos,2005.0,True,False
394.0,,6,5.0,2,539,1343500,HouseType 4: Dúplex,,,
71.0,57.0,3,1.0,2,1009,230000,HouseType 1: Pisos,,,
158.0,120.0,4,2.0,6,1897,600000,HouseType 1: Pisos,1988.0,True,False
82.0,,3,1.0,3,994,225000,HouseType 1: Pisos,1970.0,True,False
270.0,220.0,5,3.0,,1989,1185000,HouseType 2: Casa o chalet,1979.0,,
120.0,96.0,3,2.0,3,1735,530000,HouseType 1: Pisos,2007.0,,
77.0,64.0,2,1.0,2,1066,249900,HouseType 1: Pisos,,,
251.0,189.0,6,5.0,,2124,699000,HouseType 2: Casa o chalet,1998.0,,
245.0,198.0,5,4.0,4,2283,1120000,HouseType 5: Áticos,,,
132.0,,4,3.0,4,2295,780000,HouseType 1: Pisos,,True,False
120.0,76.0,3,2.0,,1564,455000,HouseType 1: Pisos,1994.0,,
240.0,198.0,4,5.0,1,2012,650000,HouseType 1: Pisos,1950.0,False,True
360.0,340.0,5,4.0,,2432,860000,HouseType 2: Casa o chalet,1990.0,,
199.0,176.0,5,4.0,1,2480,900000,HouseType 1: Pisos,1985.0,,
100.0,96.0,2,2.0,1,1439,400000,HouseType 1: Pisos,2005.0,True,False
90.0,82.0,3,1.0,Bajo,884,190000,HouseType 1: Pisos,1970.0,True,False
505.0,,7,6.0,,2512,995000,HouseType 2: Casa o chalet,1995.0,True,False
80.0,,3,1.0,Bajo,976,219000,HouseType 1: Pisos,,False,True
171.0,,4,3.0,5,1971,632000,HouseType 1: Pisos,2019.0,True,False
309.0,,5,4.0,,2295,780000,HouseType 2: Casa o chalet,1985.0,True,False
179.0,,3,2.0,6,1936,617000,HouseType 1: Pisos,2018.0,True,False
179.0,,4,3.0,4,2203,735000,HouseType 5: Áticos,2018.0,True,False
126.0,,3,2.0,2,1299,340000,HouseType 4: Dúplex,2008.0,True,False
359.0,325.0,6,5.0,,2165,1150000,HouseType 2: Casa o chalet,2020.0,True,False
270.0,,5,5.0,,2275,770000,HouseType 2: Casa o chalet,,True,False
121.0,,2,2.0,5,1553,450000,HouseType 1: Pisos,2005.0,True,False
158.0,129.0,4,3.0,,1746,534900,HouseType 2: Casa o chalet,1920.0,,
130.0,,3,2.0,3,1779,549000,HouseType 1: Pisos,2005.0,True,False
96.0,,3,1.0,3,1344,359000,HouseType 1: Pisos,1982.0,,
94.0,90.0,4,1.0,,1320,349000,HouseType 1: Pisos,1969.0,,
480.0,,6,5.0,,712,1330000,HouseType 2: Casa o chalet,,False,True
513.0,480.0,13,13.0,,2159,715000,HouseType 2: Casa o chalet,2010.0,True,False
159.0,120.0,3,2.0,1,2253,759000,HouseType 1: Pisos,,,
153.0,136.0,3,2.0,1,1894,599000,HouseType 1: Pisos,1979.0,False,True
300.0,,4,5.0,,2402,840000,HouseType 2: Casa o chalet,1989.0,True,False
75.0,60.0,3,1.0,2,945,209000,HouseType 1: Pisos,,,
134.0,107.0,3,2.0,1,1827,570000,HouseType 1: Pisos,2008.0,,
340.0,285.0,4,4.0,,-60,1385000,HouseType 2: Casa o chalet,1950.0,,
290.0,189.0,5,5.0,,1081,1298000,HouseType 2: Casa o chalet,2006.0,,
78.0,,3,1.0,1,868,185000,HouseType 1: Pisos,1979.0,True,False
238.0,183.0,2,2.0,3,2347,1100000,HouseType 1: Pisos,1970.0,False,True
65.0,53.0,3,1.0,3,833,175000,HouseType 1: Pisos,,,
82.0,66.0,3,1.0,5,1038,240000,HouseType 1: Pisos,,,
81.0,,3,2.0,2,1172,289000,HouseType 1: Pisos,,,
400.0,,5,4.0,,2516,980000,HouseType 2: Casa o chalet,,True,False
186.0,,4,3.0,1,2234,750000,HouseType 1: Pisos,2019.0,True,False
150.0,127.0,2,2.0,2,1747,535000,HouseType 1: Pisos,,False,True
450.0,,5,4.0,,2514,950000,HouseType 2: Casa o chalet,1998.0,True,False
600.0,,6,6.0,,-19939,1890000,HouseType 2: Casa o chalet,2005.0,True,False
654.0,,7,6.0,,-20661,1900000,HouseType 2: Casa o chalet,1950.0,True,False
600.0,,7,7.0,,-65933,2300000,HouseType 2: Casa o chalet,2000.0,True,False
55.0,,2,1.0,9,901,195000,HouseType 1: Pisos,,True,False
180.0,145.0,4,3.0,2,2224,745000,HouseType 1: Pisos,2004.0,,
177.0,1.0,3,3.0,3,2126,700000,HouseType 1: Pisos,,,
132.0,,2,2.0,Bajo,1779,549000,HouseType 1: Pisos,2005.0,True,False
213.0,,5,3.0,2,2352,810000,HouseType 1: Pisos,,False,True
100.0,97.0,3,1.0,3,1563,454400,HouseType 1: Pisos,1970.0,,
143.0,96.0,3,2.0,1,1779,549000,HouseType 1: Pisos,2019.0,,
225.0,,5,3.0,7,2425,855000,HouseType 1: Pisos,1988.0,True,False
108.0,,3,2.0,8,1299,340000,HouseType 1: Pisos,1988.0,,
101.0,,4,2.0,3,1393,380000,HouseType 1: Pisos,1987.0,True,False
413.0,299.0,6,6.0,,1536,1250000,HouseType 2: Casa o chalet,,True,False
413.0,299.0,6,6.0,,1900,1200000,HouseType 2: Casa o chalet,,True,False
157.0,,4,2.0,1,1770,545000,HouseType 1: Pisos,2005.0,True,False
61.0,,1,1.0,4,1299,339900,HouseType 1: Pisos,,True,False
136.0,109.0,3,2.0,2,1892,598000,HouseType 1: Pisos,2005.0,,
447.0,420.0,6,4.0,,2449,1055000,HouseType 2: Casa o chalet,,,
60.0,,1,1.0,4,948,210000,HouseType 1: Pisos,,True,False
332.0,,6,5.0,,2454,877000,HouseType 2: Casa o chalet,,,
332.0,,6,5.0,,2497,920000,HouseType 2: Casa o chalet,,,
165.0,,3,3.0,,2213,739700,HouseType 4: Dúplex,,,
165.0,,3,3.0,,2169,719700,HouseType 4: Dúplex,,,
208.0,,3,3.0,1,2458,880000,HouseType 1: Pisos,1982.0,False,True
160.0,,4,2.0,1,2159,715000,HouseType 1: Pisos,,False,True
110.0,,4,2.0,1,1275,330000,HouseType 1: Pisos,1977.0,True,False
229.0,201.0,4,4.0,8,2159,715000,HouseType 1: Pisos,,True,False
145.0,98.0,3,2.0,1,1793,555000,HouseType 1: Pisos,,,
240.0,,4,5.0,1,2012,650000,HouseType 1: Pisos,,False,True
85.0,,3,2.0,3,1508,430000,HouseType 5: Áticos,1965.0,False,True
62.0,50.0,2,1.0,1,881,189000,HouseType 1: Pisos,,True,False
219.0,,5,3.0,2,2330,798000,HouseType 1: Pisos,,False,True
115.0,,3,2.0,1,1620,479500,HouseType 1: Pisos,,True,False
160.0,120.0,4,3.0,5,2058,670000,HouseType 1: Pisos,,,
670.0,,5,6.0,,-425334,3300000,HouseType 2: Casa o chalet,2009.0,True,False
180.0,147.0,4,3.0,2,2224,745000,HouseType 1: Pisos,2004.0,,
110.0,,4,2.0,5,1619,479000,HouseType 1: Pisos,1982.0,,
120.0,,3,2.0,3,1779,549000,HouseType 1: Pisos,,True,False
252.0,,4,4.0,,2496,917700,HouseType 2: Casa o chalet,,,
189.0,125.0,4,2.0,1,1996,643000,HouseType 1: Pisos,1969.0,,
487.0,,5,8.0,,2361,1095000,HouseType 2: Casa o chalet,2004.0,True,False
261.0,,5,3.0,,-8965,1697700,HouseType 5: Áticos,,,
261.0,,5,3.0,,-5118,1597700,HouseType 5: Áticos,,,
122.0,95.0,4,2.0,4,1382,375000,HouseType 1: Pisos,1974.0,,
161.0,142.0,3,2.0,1,1709,518500,HouseType 1: Pisos,,True,False
69.0,,2,1.0,4,1496,425000,HouseType 1: Pisos,1985.0,,
105.0,81.0,2,2.0,3,1485,420000,HouseType 1: Pisos,,,
55.0,,2,1.0,,961,214000,HouseType 1: Pisos,1962.0,True,False
66.0,48.0,1,1.0,1,881,189000,HouseType 1: Pisos,2005.0,True,False
240.0,,4,5.0,1,2012,650000,HouseType 1: Pisos,,False,True
124.0,,3,2.0,3,1490,422000,HouseType 1: Pisos,,False,True
360.0,,6,5.0,1,2445,870000,HouseType 4: Dúplex,1976.0,False,True
280.0,,4,4.0,,1900,1200000,HouseType 2: Casa o chalet,1979.0,,
352.0,,5,6.0,,-1225,1450000,HouseType 2: Casa o chalet,1999.0,True,False
136.0,118.0,4,2.0,5,1612,476000,HouseType 1: Pisos,1984.0,True,False
600.0,,8,8.0,,-17213,1850000,HouseType 2: Casa o chalet,2002.0,True,False
402.0,,4,5.0,,-4547,1580000,HouseType 2: Casa o chalet,,,
179.0,,3,2.0,3,1906,604000,HouseType 1: Pisos,,,
710.0,,7,5.0,,-26621,1975000,HouseType 2: Casa o chalet,1981.0,True,False
153.0,,4,3.0,5,1989,640000,HouseType 1: Pisos,2003.0,True,False
618.0,,6,6.0,,-65133,2295000,HouseType 2: Casa o chalet,1984.0,True,False
85.0,,2,2.0,1,1437,399000,HouseType 1: Pisos,,,
395.0,,4,4.0,,-38920,2100000,HouseType 2: Casa o chalet,1978.0,True,False
380.0,,4,4.0,,-83453,2400000,HouseType 2: Casa o chalet,1983.0,,
607.0,318.0,5,6.0,Bajo,-188041,2800000,HouseType 4: Dúplex,2017.0,True,False
114.0,77.0,3,2.0,3,1689,510000,HouseType 1: Pisos,2009.0,True,False
500.0,,6,5.0,,-13026,1780000,HouseType 2: Casa o chalet,1990.0,True,False
624.0,,4,6.0,,-24524,1950000,HouseType 2: Casa o chalet,,True,False
350.0,320.0,6,4.0,,2170,720000,HouseType 2: Casa o chalet,2002.0,True,False
400.0,380.0,6,5.0,,1536,1250000,HouseType 2: Casa o chalet,1989.0,True,False
549.0,460.0,5,5.0,,-14150,1800000,HouseType 2: Casa o chalet,2009.0,True,False
400.0,380.0,5,5.0,,-4866,1590000,HouseType 2: Casa o chalet,2004.0,True,False
600.0,590.0,5,5.0,,-266250,3000000,HouseType 2: Casa o chalet,1993.0,True,False
724.0,,6,6.0,,-564667,3500000,HouseType 2: Casa o chalet,1983.0,True,False
379.0,,4,4.0,,2517,965000,HouseType 2: Casa o chalet,1997.0,True,False
578.0,,5,6.0,,-44765,2150000,HouseType 2: Casa o chalet,2005.0,True,False
319.0,,5,5.0,5,-22927,1930000,HouseType 4: Dúplex,1986.0,True,False
755.0,,5,5.0,,-17213,1850000,HouseType 2: Casa o chalet,,,
575.0,,4,5.0,,-27054,1980000,HouseType 2: Casa o chalet,,True,False
420.0,,5,5.0,,-14150,1800000,HouseType 2: Casa o chalet,,True,False
225.0,,4,4.0,2,-2333,1500000,HouseType 1: Pisos,2015.0,True,False
369.0,,5,4.0,,2514,990000,HouseType 2: Casa o chalet,1989.0,True,False
493.0,400.0,7,6.0,,-17213,1850000,HouseType 2: Casa o chalet,1996.0,,
239.0,,4,2.0,5,2035,660000,HouseType 1: Pisos,1974.0,,
117.0,90.0,2,2.0,1,1553,450000,HouseType 1: Pisos,2009.0,True,False
700.0,,7,5.0,,-17213,1850000,HouseType 2: Casa o chalet,1978.0,True,False
450.0,,5,5.0,,-44765,2150000,HouseType 2: Casa o chalet,2005.0,True,False
140.0,,3,2.0,1,1761,541200,HouseType 1: Pisos,,,
450.0,,5,5.0,,1165,1290000,HouseType 2: Casa o chalet,1990.0,True,False
580.0,,5,7.0,,-17213,1850000,HouseType 2: Casa o chalet,1985.0,True,False
755.0,680.0,6,6.0,,-17213,1850000,HouseType 2: Casa o chalet,1977.0,True,False
340.0,300.0,5,3.0,,2475,895000,HouseType 2: Casa o chalet,1980.0,True,False
360.0,,5,5.0,,-140,1390000,HouseType 2: Casa o chalet,1996.0,True,False
130.0,120.0,2,2.0,4,1931,615000,HouseType 5: Áticos,1991.0,True,False
998.0,,7,5.0,,-735341,3700000,HouseType 2: Casa o chalet,1970.0,True,False
174.0,,3,2.0,4,2170,720000,HouseType 5: Áticos,1993.0,True,False
217.0,,4,2.0,2,2056,669000,HouseType 1: Pisos,,False,True
140.0,118.0,3,3.0,2,2054,668000,HouseType 1: Pisos,2000.0,True,False
362.0,,5,4.0,,-1866,1480000,HouseType 2: Casa o chalet,2010.0,True,False
178.0,,4,3.0,6,2504,930000,HouseType 5: Áticos,,,
361.0,,5,5.0,,-140,1390000,HouseType 2: Casa o chalet,1996.0,True,False
636.0,,6,6.0,,-17213,1850000,HouseType 2: Casa o chalet,,,
450.0,,9,6.0,,1313,1275000,HouseType 2: Casa o chalet,,True,False
534.0,,4,5.0,,2457,1050000,HouseType 2: Casa o chalet,1992.0,True,False
466.0,,5,5.0,,-224653,2900000,HouseType 2: Casa o chalet,1979.0,True,False
94.0,,2,2.0,3,1275,330000,HouseType 1: Pisos,1975.0,False,True
592.0,,5,5.0,,-51191,2200000,HouseType 2: Casa o chalet,1978.0,True,False
470.0,,7,7.0,,-28833,2000000,HouseType 2: Casa o chalet,1991.0,True,False
450.0,,6,4.0,,-4391,1575000,HouseType 2: Casa o chalet,2001.0,True,False
500.0,,6,5.0,,1313,1275000,HouseType 2: Casa o chalet,1992.0,True,False
125.0,,3,3.0,4,2170,720000,HouseType 4: Dúplex,,,
487.0,,6,6.0,,-1755,1475000,HouseType 2: Casa o chalet,2003.0,True,False
750.0,,6,5.0,,-313261,3100000,HouseType 2: Casa o chalet,,,
164.0,,4,3.0,2,1966,630000,HouseType 1: Pisos,,True,False
130.0,,3,2.0,3,2081,680000,HouseType 1: Pisos,1995.0,True,False
142.0,,2,2.0,6,1816,565000,HouseType 5: Áticos,2004.0,True,False
105.0,,2,3.0,Bajo,964,215000,HouseType 4: Dúplex,,True,False
,,6,6.0,,-1059741,4000000,HouseType 2: Casa o chalet,,,
700.0,,5,5.0,,-564667,3500000,HouseType 2: Casa o chalet,2012.0,,
340.0,320.0,5,5.0,,2470,890000,HouseType 2: Casa o chalet,2010.0,True,False
,,8,9.0,,-11052891,6750000,HouseType 2: Casa o chalet,2008.0,True,False
300.0,280.0,5,5.0,,-83453,2400000,HouseType 2: Casa o chalet,1990.0,True,False
44.0,38.0,1,1.0,2,833,175000,HouseType 1: Pisos,,True,False
,810.0,9,7.0,,-1823000,4500000,HouseType 2: Casa o chalet,1972.0,True,False
117.0,98.0,3,1.0,1,1200,299900,HouseType 1: Pisos,1971.0,False,True
400.0,320.0,6,5.0,,2514,990000,HouseType 2: Casa o chalet,2006.0,True,False
618.0,,6,6.0,,-65133,2295000,HouseType 2: Casa o chalet,1984.0,True,False
60.0,,3,1.0,2,780,160000,HouseType 1: Pisos,,True,False
335.0,252.0,4,3.0,,2265,765000,HouseType 2: Casa o chalet,1999.0,True,False
500.0,,5,5.0,,-140,1390000,HouseType 2: Casa o chalet,1991.0,True,False
107.0,93.0,3,2.0,4,1272,329000,HouseType 1: Pisos,1994.0,True,False
70.0,,2,1.0,Bajo,762,155000,HouseType 1: Pisos,1964.0,True,False
56.0,,2,1.0,4,809,168000,HouseType 1: Pisos,1961.0,,
110.0,,2,2.0,4,1496,425000,HouseType 1: Pisos,,True,False
320.0,,3,3.0,4,2516,960000,HouseType 4: Dúplex,1995.0,True,False
391.0,,5,5.0,,-4866,1590000,HouseType 2: Casa o chalet,2003.0,True,False
203.0,,4,3.0,4,2470,890000,HouseType 1: Pisos,2000.0,True,False
447.0,,7,7.0,,-44765,2150000,HouseType 2: Casa o chalet,,True,False
66.0,,1,1.0,2,1038,240000,HouseType 1: Pisos,,True,False
183.0,,3,3.0,1,2514,950000,HouseType 1: Pisos,,True,False
447.0,,6,4.0,,1165,1290000,HouseType 2: Casa o chalet,1990.0,True,False
755.0,,6,6.0,,-17213,1850000,HouseType 2: Casa o chalet,1978.0,True,False
380.0,,5,5.0,,-2214,1495000,HouseType 2: Casa o chalet,1993.0,,
423.0,,5,6.0,,18,1380000,HouseType 2: Casa o chalet,1990.0,,
370.0,,6,6.0,,-14150,1800000,HouseType 2: Casa o chalet,1994.0,True,False
221.0,,4,3.0,,2417,850000,HouseType 2: Casa o chalet,,,
126.0,,2,2.0,7,1692,510900,HouseType 1: Pisos,,,
110.0,,2,2.0,1,1482,418600,HouseType 1: Pisos,,,
145.0,110.0,3,2.0,1,2028,656750,HouseType 1: Pisos,,,
700.0,650.0,5,5.0,,-17213,1850000,HouseType 2: Casa o chalet,1977.0,True,False
500.0,,5,5.0,,-9067,1700000,HouseType 2: Casa o chalet,1996.0,True,False
650.0,,6,5.0,,-17213,1850000,HouseType 2: Casa o chalet,,True,False
360.0,,5,5.0,,-1225,1450000,HouseType 2: Casa o chalet,2009.0,True,False
402.0,,5,4.0,,452,1350000,HouseType 2: Casa o chalet,2002.0,True,False
147.0,89.0,3,2.0,,1553,449900,HouseType 1: Pisos,2008.0,True,False
950.0,,6,5.0,,-886529,3850000,HouseType 2: Casa o chalet,,,
274.0,,5,4.0,1,-2333,1500000,HouseType 1: Pisos,,True,False
359.0,,4,3.0,,-32525,2039000,HouseType 2: Casa o chalet,1998.0,True,False
391.0,,5,5.0,,-4866,1590000,HouseType 2: Casa o chalet,2003.0,,
764.0,,7,8.0,,-886529,3850000,HouseType 2: Casa o chalet,2008.0,,
225.0,,4,4.0,2,-2333,1500000,HouseType 1: Pisos,2015.0,True,False
,,6,6.0,,-2871645,4975000,HouseType 2: Casa o chalet,2008.0,True,False
361.0,,5,4.0,,-140,1390000,HouseType 2: Casa o chalet,1996.0,True,False
120.0,115.0,3,2.0,3,1736,530250,HouseType 1: Pisos,,True,False
145.0,98.0,3,2.0,,1197,299000,HouseType 2: Casa o chalet,1950.0,,
257.0,,5,3.0,,2369,820000,HouseType 2: Casa o chalet,1969.0,True,False
411.0,,6,6.0,,1113,1295000,HouseType 2: Casa o chalet,1987.0,True,False
654.0,,11,9.0,,-24524,1950000,HouseType 2: Casa o chalet,,True,False
901.0,,6,8.0,,-1823000,4500000,HouseType 2: Casa o chalet,,,
394.0,,5,4.0,Bajo,-1225,1450000,HouseType 4: Dúplex,2008.0,True,False
780.0,,6,6.0,,-51191,2200000,HouseType 2: Casa o chalet,,,
416.0,,5,5.0,,-4737,1586000,HouseType 2: Casa o chalet,,True,False
707.0,,5,5.0,,-1059741,4000000,HouseType 2: Casa o chalet,,,
747.0,,7,7.0,,-886529,3850000,HouseType 2: Casa o chalet,2008.0,True,False
221.0,,7,3.0,,2417,850000,HouseType 2: Casa o chalet,1966.0,True,False
400.0,,5,6.0,,-2096,1490000,HouseType 2: Casa o chalet,2010.0,True,False
116.0,89.0,3,2.0,4,1816,565000,HouseType 1: Pisos,2013.0,True,False
385.0,,7,6.0,,-2333,1500000,HouseType 2: Casa o chalet,1996.0,True,False
376.0,,5,5.0,,2410,1075000,HouseType 2: Casa o chalet,2003.0,,
221.0,,7,3.0,,2417,850000,HouseType 2: Casa o chalet,1996.0,,
819.0,,8,6.0,,-11413234,6800000,HouseType 2: Casa o chalet,1971.0,,
85.0,71.0,3,1.0,1,913,199000,HouseType 1: Pisos,,,
95.0,83.0,3,2.0,4,1187,295000,HouseType 1: Pisos,,False,True
136.0,,3,2.0,3,1827,570000,HouseType 1: Pisos,2004.0,True,False
80.0,,2,2.0,1,1462,410000,HouseType 1: Pisos,2011.0,True,False
360.0,,5,5.0,,-1866,1480000,HouseType 2: Casa o chalet,2009.0,True,False
450.0,,3,5.0,,-1225,1450000,HouseType 2: Casa o chalet,1990.0,,
400.0,,5,4.0,,-14150,1800000,HouseType 2: Casa o chalet,,,
107.0,85.0,2,2.0,2,1519,435000,HouseType 1: Pisos,2006.0,True,False
161.0,108.0,4,2.0,2,1781,550000,HouseType 1: Pisos,1998.0,,
134.0,104.0,3,2.0,4,1724,525000,HouseType 1: Pisos,2006.0,,
144.0,119.0,4,2.0,5,1862,585000,HouseType 1: Pisos,,,
99.0,80.0,3,1.0,2,1161,285000,HouseType 1: Pisos,1970.0,,
279.0,211.0,5,5.0,1,-2096,1490000,HouseType 1: Pisos,,True,False
90.0,72.0,4,2.0,4,1067,250000,HouseType 1: Pisos,,,
262.0,205.0,5,4.0,,2410,845000,HouseType 2: Casa o chalet,1991.0,,
111.0,,3,2.0,3,1564,455000,HouseType 1: Pisos,2006.0,True,False
57.0,40.0,2,1.0,2,721,144000,HouseType 1: Pisos,,,
52.0,46.0,1,1.0,2,881,189000,HouseType 1: Pisos,,,
707.0,,6,6.0,,-1059741,4000000,HouseType 2: Casa o chalet,1993.0,True,False
90.0,,3,2.0,2,1187,295000,HouseType 1: Pisos,,,
92.0,86.0,2,1.0,1,1368,369000,HouseType 1: Pisos,,False,True
132.0,,4,3.0,7,1642,489000,HouseType 4: Dúplex,,True,False
550.0,525.0,5,6.0,,-9067,1700000,HouseType 2: Casa o chalet,2019.0,True,False
130.0,,3,2.0,2,1897,600000,HouseType 1: Pisos,2007.0,True,False
300.0,,5,4.0,,-83453,2400000,HouseType 2: Casa o chalet,,,
753.0,,6,6.0,,-188041,2800000,HouseType 2: Casa o chalet,1980.0,,
450.0,,6,4.0,,-4391,1575000,HouseType 2: Casa o chalet,2001.0,True,False
625.0,,6,7.0,,-58234,2250000,HouseType 2: Casa o chalet,1993.0,True,False
,,7,5.0,,-886529,3850000,HouseType 2: Casa o chalet,1985.0,,
,,5,6.0,,-1823000,4500000,HouseType 2: Casa o chalet,,,
400.0,,5,5.0,,1536,1250000,HouseType 2: Casa o chalet,1989.0,,
466.0,,5,3.0,,-224653,2900000,HouseType 2: Casa o chalet,1979.0,,
278.0,,4,4.0,1,-1225,1450000,HouseType 1: Pisos,2006.0,,
600.0,,5,5.0,,-266250,3000000,HouseType 2: Casa o chalet,,,
173.0,100.0,3,2.0,1,1804,560000,HouseType 1: Pisos,,True,False
373.0,,5,6.0,,-742,1425000,HouseType 2: Casa o chalet,1973.0,True,False
109.0,,2,2.0,4,1485,420000,HouseType 1: Pisos,,,
666.0,,6,7.0,,-58234,2250000,HouseType 2: Casa o chalet,1994.0,True,False
373.0,,5,5.0,,-742,1425000,HouseType 2: Casa o chalet,1993.0,True,False
450.0,,5,6.0,,-5194,1600000,HouseType 2: Casa o chalet,,,
121.0,110.0,2,2.0,Bajo,1238,315000,HouseType 4: Dúplex,2007.0,True,False
179.0,,3,2.0,4,2265,765000,HouseType 5: Áticos,1994.0,True,False
360.0,,5,5.0,,1912,1198000,HouseType 2: Casa o chalet,,True,False
411.0,,3,4.0,,1165,1290000,HouseType 2: Casa o chalet,,,
162.0,,3,3.0,1,2514,950000,HouseType 1: Pisos,2007.0,True,False
400.0,,4,5.0,,-2333,1500000,HouseType 2: Casa o chalet,,,
135.0,130.0,4,2.0,,1496,425000,HouseType 2: Casa o chalet,1960.0,True,False
101.0,70.0,2,2.0,2,1519,435000,HouseType 1: Pisos,2010.0,True,False
80.0,,2,1.0,3,1299,340000,HouseType 1: Pisos,1993.0,True,False
200.0,165.0,3,2.0,5,2010,649000,HouseType 1: Pisos,1975.0,False,True
450.0,410.0,5,5.0,,-65933,2300000,HouseType 2: Casa o chalet,2000.0,True,False
130.0,90.0,3,2.0,1,1873,590000,HouseType 1: Pisos,2008.0,,
104.0,87.0,0,2.0,3,1006,229000,HouseType 4: Dúplex,2007.0,True,False
575.0,,4,4.0,,-27054,1980000,HouseType 2: Casa o chalet,1984.0,,
76.0,69.0,3,1.0,2,1024,235000,HouseType 1: Pisos,,True,False
80.0,70.0,3,2.0,1,1172,289000,HouseType 4: Dúplex,,True,False
117.0,109.0,3,1.0,4,1275,330000,HouseType 1: Pisos,1971.0,,
105.0,,3,1.0,9,1248,319000,HouseType 1: Pisos,1972.0,False,True
55.0,39.0,1,1.0,2,1161,285000,HouseType 1: Pisos,,True,False
371.0,,7,5.0,,2347,1100000,HouseType 2: Casa o chalet,1988.0,True,False
163.0,,3,2.0,,2126,700000,HouseType 2: Casa o chalet,,,
150.0,124.0,3,3.0,4,2170,720000,HouseType 4: Dúplex,1995.0,True,False
92.0,80.0,2,2.0,2,1323,350000,HouseType 1: Pisos,1973.0,False,True
148.0,,3,2.0,1,1966,630000,HouseType 1: Pisos,2005.0,True,False
410.0,,5,5.0,,-140,1390000,HouseType 2: Casa o chalet,1996.0,True,False
600.0,,7,8.0,,-17213,1850000,HouseType 2: Casa o chalet,1985.0,True,False
58.0,47.0,2,1.0,5,702,139000,HouseType 1: Pisos,,,
111.0,98.0,4,3.0,Bajo,1146,279000,HouseType 1: Pisos,1974.0,True,False
180.0,,3,2.0,4,2265,765000,HouseType 5: Áticos,1992.0,True,False
383.0,,5,4.0,,2170,720000,HouseType 2: Casa o chalet,,,
170.0,,4,2.0,2,2285,775000,HouseType 1: Pisos,,,
265.0,255.0,4,5.0,,2058,670000,HouseType 2: Casa o chalet,,,
101.0,91.0,3,2.0,2,1174,290000,HouseType 1: Pisos,1997.0,True,False
389.0,,4,4.0,,2479,899000,HouseType 2: Casa o chalet,,True,False
57.0,,1,1.0,7,773,158000,HouseType 1: Pisos,,True,False
57.0,,1,1.0,4,791,163000,HouseType 1: Pisos,,True,False
59.0,,1,1.0,8,732,147000,HouseType 1: Pisos,,,
146.0,100.0,3,2.0,1,1943,620000,HouseType 1: Pisos,2005.0,True,False
120.0,,3,2.0,7,1549,448000,HouseType 5: Áticos,,False,True
60.0,,2,1.0,4,762,154900,HouseType 1: Pisos,1959.0,,
69.0,,3,1.0,3,833,175000,HouseType 1: Pisos,1976.0,,
96.0,,3,1.0,7,1250,320000,HouseType 1: Pisos,,True,False
78.0,48.0,1,1.0,Bajo,1122,270000,HouseType 1: Pisos,2006.0,True,False
391.0,,5,5.0,,-9067,1700000,HouseType 2: Casa o chalet,1996.0,True,False
372.0,,5,5.0,,-2333,1500000,HouseType 2: Casa o chalet,,True,False
392.0,,3,4.0,,-38920,2100000,HouseType 2: Casa o chalet,1978.0,True,False
420.0,,5,5.0,,-14150,1800000,HouseType 2: Casa o chalet,1992.0,True,False
380.0,,4,4.0,,-742,1425000,HouseType 2: Casa o chalet,1993.0,True,False
998.0,,6,4.0,,-735341,3700000,HouseType 2: Casa o chalet,1970.0,True,False
650.0,,5,5.0,,-1011284,3960000,HouseType 2: Casa o chalet,1978.0,True,False
137.0,111.0,4,2.0,6,1633,485000,HouseType 1: Pisos,2004.0,True,False
275.0,240.0,3,2.0,4,2330,798000,HouseType 5: Áticos,1996.0,True,False
141.0,132.0,3,2.0,4,1968,631000,HouseType 1: Pisos,2016.0,,
111.0,105.0,3,1.0,1,1346,359900,HouseType 1: Pisos,1972.0,,
111.0,105.0,3,1.0,1,1346,359900,HouseType 1: Pisos,1972.0,,
97.0,75.0,2,1.0,5,1405,385000,HouseType 1: Pisos,2019.0,True,False
141.0,,3,2.0,3,1827,570000,HouseType 1: Pisos,2004.0,True,False
625.0,,6,3.0,,2514,990000,HouseType 2: Casa o chalet,,,
72.0,,3,1.0,2,851,179990,HouseType 1: Pisos,1970.0,True,False
170.0,,3,3.0,1,2445,870000,HouseType 1: Pisos,,,
85.0,,3,2.0,2,1346,360000,HouseType 1: Pisos,1985.0,True,False
