sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,rent_price,buy_price,house_type_id,built_year,has_individual_heating,has_central_heating
203.0,180.0,4,4.0,1,-4391,1575000,HouseType 1: Pisos,1967.0,False,True
66.0,,1,1.0,1,1496,425000,HouseType 1: Pisos,,True,False
250.0,236.0,4,5.0,1,1955,625000,HouseType 1: Pisos,1970.0,True,False
172.0,,3,2.0,2,2181,725000,HouseType 1: Pisos,,True,False
226.0,,4,2.0,3,2501,925000,HouseType 1: Pisos,,,
124.0,,3,2.0,7,2386,830000,HouseType 5: Áticos,,,
320.0,,5,3.0,5,2510,999000,HouseType 1: Pisos,,,
215.0,195.0,4,3.0,5,2458,880000,HouseType 1: Pisos,1966.0,False,True
250.0,,5,3.0,1,2224,745000,HouseType 1: Pisos,1965.0,False,True
135.0,,3,2.0,1,2331,799000,HouseType 1: Pisos,1960.0,False,True
80.0,70.0,3,2.0,2,915,199500,HouseType 1: Pisos,,True,False
280.0,250.0,4,3.0,8,2165,1150000,HouseType 1: Pisos,,False,True
165.0,,4,3.0,1,2315,790000,HouseType 1: Pisos,,False,True
200.0,,4,2.0,2,2347,1100000,HouseType 1: Pisos,,,
335.0,,5,4.0,1,2514,990000,HouseType 1: Pisos,,,
197.0,,4,3.0,3,2417,850000,HouseType 1: Pisos,,,
90.0,88.0,2,1.0,2,926,203000,HouseType 1: Pisos,,True,False
44.0,,1,1.0,Bajo,816,170000,HouseType 1: Pisos,2007.0,True,False
80.0,75.0,2,1.0,4,1379,374000,HouseType 1: Pisos,1945.0,True,False
262.0,,8,3.0,Bajo,2126,700000,HouseType 1: Pisos,1993.0,,
73.0,,2,2.0,1,1148,280000,HouseType 1: Pisos,1996.0,True,False
203.0,173.0,4,3.0,1,1619,479000,HouseType 1: Pisos,1970.0,False,True
134.0,112.0,3,2.0,5,1804,560000,HouseType 1: Pisos,1962.0,False,True
86.0,74.0,2,2.0,3,967,216000,HouseType 4: Dúplex,2006.0,True,False
280.0,,5,3.0,2,2386,830000,HouseType 1: Pisos,,False,True
220.0,,4,3.0,4,2515,985000,HouseType 1: Pisos,,False,True
205.0,,5,3.0,1,2234,750000,HouseType 1: Pisos,,,
200.0,,5,2.0,2,2234,750000,HouseType 1: Pisos,,,
78.0,,2,1.0,3,1393,380000,HouseType 5: Áticos,,True,False
262.0,,8,3.0,Bajo,2126,700000,HouseType 1: Pisos,1993.0,,
135.0,,5,2.0,2,1353,363000,HouseType 1: Pisos,,True,False
30.0,,0,1.0,3,868,185000,,2020.0,True,False
30.0,,0,1.0,3,868,185000,,2020.0,True,False
30.0,,0,1.0,4,884,190000,,2020.0,True,False
30.0,,0,1.0,4,884,190000,,2020.0,True,False
78.0,,1,2.0,3,1094,260000,HouseType 4: Dúplex,2016.0,True,False
101.0,87.0,3,2.0,7,1474,415000,HouseType 1: Pisos,,True,False
79.0,72.0,3,1.0,1,1344,359000,HouseType 1: Pisos,1968.0,False,True
57.0,33.0,1,1.0,3,1086,257000,HouseType 5: Áticos,1935.0,True,False
90.0,,3,1.0,4,1180,292000,HouseType 1: Pisos,1970.0,False,True
398.0,,7,5.0,8,-65933,2300000,HouseType 1: Pisos,,True,False
233.0,,4,3.0,1,2417,850000,HouseType 1: Pisos,,,
246.0,,5,3.0,5,2333,800000,HouseType 1: Pisos,,,
87.0,,3,1.0,1,1092,259000,HouseType 1: Pisos,,,
149.0,,4,3.0,3,2360,815000,HouseType 1: Pisos,,False,True
55.0,,1,1.0,4,1187,295000,HouseType 1: Pisos,2018.0,,
45.0,40.0,1,1.0,6,1320,349000,HouseType 1: Pisos,1973.0,False,True
55.0,,1,1.0,5,1187,295000,HouseType 1: Pisos,2018.0,,
40.0,,0,1.0,5,933,205000,,2018.0,,
40.0,,0,1.0,4,901,195000,,2018.0,,
100.0,81.0,4,2.0,2,1382,375000,HouseType 1: Pisos,1980.0,True,False
58.0,,2,1.0,Bajo,743,149900,HouseType 1: Pisos,,True,False
49.0,41.0,2,1.0,Bajo,600,114000,HouseType 1: Pisos,1965.0,True,False
73.0,63.0,3,1.0,1,1135,275000,HouseType 1: Pisos,1925.0,True,False
80.0,,1,1.0,3,1262,325000,HouseType 4: Dúplex,,True,False
101.0,90.0,5,1.0,4,1553,450000,HouseType 1: Pisos,,True,False
73.0,60.0,3,1.0,2,1135,275000,HouseType 1: Pisos,1925.0,,
89.0,,3,1.0,Bajo,1148,280000,HouseType 1: Pisos,,,
86.0,,3,2.0,Bajo,1067,250000,HouseType 1: Pisos,,,
223.0,170.0,3,2.0,6,2378,825000,HouseType 4: Dúplex,1955.0,True,False
46.0,,2,1.0,Bajo,917,200000,HouseType 1: Pisos,1940.0,True,False
48.0,,2,1.0,1,686,135000,HouseType 1: Pisos,,True,False
78.0,,2,1.0,1,1067,250000,HouseType 1: Pisos,1997.0,,
162.0,146.0,3,2.0,4,2384,829000,HouseType 1: Pisos,1960.0,False,True
100.0,,3,2.0,3,1275,330000,HouseType 1: Pisos,,False,True
100.0,,3,2.0,3,1275,330000,HouseType 1: Pisos,,False,True
270.0,,5,3.0,2,2410,845000,HouseType 1: Pisos,,False,True
49.0,,1,1.0,6,874,187000,HouseType 1: Pisos,,,
91.0,,3,2.0,3,1416,390000,HouseType 5: Áticos,,,
78.0,,2,1.0,Bajo,1161,285000,HouseType 1: Pisos,,,
73.0,61.0,3,1.0,Bajo,868,185000,HouseType 1: Pisos,1970.0,True,False
82.0,,2,1.0,4,1335,355000,HouseType 5: Áticos,2005.0,True,False
119.0,,4,1.0,2,1689,510000,HouseType 1: Pisos,,False,True
138.0,,3,2.0,5,1894,599000,HouseType 1: Pisos,,False,True
232.0,,5,2.0,4,2514,950000,HouseType 1: Pisos,,,
175.0,,3,3.0,4,2170,720000,HouseType 1: Pisos,,False,True
239.0,,6,2.0,4,2510,999000,HouseType 1: Pisos,,False,True
145.0,122.0,2,2.0,1,2285,775000,HouseType 1: Pisos,,,
38.0,,0,1.0,4,994,225000,,1996.0,,
26.0,22.0,1,1.0,1,830,174000,HouseType 1: Pisos,,,
81.0,,1,1.0,3,1009,230000,HouseType 1: Pisos,,False,True
275.0,,3,4.0,1,-1755,1475000,HouseType 4: Dúplex,,,
82.0,,2,1.0,5,1428,395000,HouseType 1: Pisos,1970.0,False,True
45.0,,1,1.0,Bajo,874,187000,HouseType 1: Pisos,,True,False
50.0,,0,1.0,2,1038,240000,HouseType 4: Dúplex,,True,False
70.0,,1,1.0,1,1195,298000,HouseType 1: Pisos,2008.0,True,False
112.0,,3,1.0,Bajo,1093,259470,HouseType 1: Pisos,,,
169.0,,4,3.0,1,1804,560000,HouseType 1: Pisos,1954.0,,
30.0,,0,1.0,2,851,180000,,2020.0,True,False
86.0,69.0,2,1.0,Bajo,1135,275000,HouseType 1: Pisos,2007.0,,
63.0,,2,2.0,1,1664,499000,HouseType 1: Pisos,,,
136.0,,3,2.0,2,2070,675000,HouseType 1: Pisos,,,
92.0,,2,2.0,1,1533,441000,HouseType 1: Pisos,,,
112.0,,2,2.0,1,1777,548000,HouseType 1: Pisos,,,
102.0,,2,2.0,1,1708,518000,HouseType 1: Pisos,,,
93.0,,2,2.0,1,1580,462000,HouseType 1: Pisos,,,
146.0,,3,2.0,2,2121,698000,HouseType 1: Pisos,,,
112.0,,2,2.0,2,1703,516000,HouseType 1: Pisos,,,
80.0,,1,1.0,2,1356,364000,HouseType 1: Pisos,,,
97.0,,2,2.0,1,1549,448000,HouseType 1: Pisos,,,
61.0,,1,1.0,3,1218,307000,HouseType 1: Pisos,,,
56.0,53.0,3,1.0,1,833,175000,HouseType 1: Pisos,,True,False
42.0,,1,1.0,2,1047,243000,HouseType 1: Pisos,,,
55.0,40.0,2,1.0,1,891,192000,HouseType 1: Pisos,,,
63.0,59.0,3,1.0,3,499,91000,HouseType 1: Pisos,1962.0,True,False
146.0,,3,2.0,1,2121,698000,HouseType 1: Pisos,,,
88.0,,2,1.0,8,1735,530000,HouseType 1: Pisos,,False,True
78.0,,1,1.0,1,1480,418000,HouseType 1: Pisos,,,
79.0,,1,1.0,1,1512,432000,HouseType 1: Pisos,,,
112.0,,2,2.0,1,1950,623000,HouseType 1: Pisos,,,
111.0,,3,2.0,1,1781,550000,HouseType 1: Pisos,,True,False
180.0,,4,3.0,6,2514,950000,HouseType 1: Pisos,,False,True
173.0,,4,2.0,2,2035,660000,HouseType 1: Pisos,,False,True
114.0,,3,2.0,1,1689,510000,HouseType 1: Pisos,,,
52.0,,1,1.0,Bajo,1041,241000,HouseType 1: Pisos,,,
37.0,,1,1.0,Bajo,1009,230000,HouseType 1: Pisos,,,
160.0,,4,2.0,2,2192,730000,HouseType 1: Pisos,,False,True
200.0,,4,2.0,6,2514,950000,HouseType 1: Pisos,,False,True
274.0,,5,3.0,6,2165,1150000,HouseType 1: Pisos,,False,True
26.0,,1,1.0,,705,140000,HouseType 1: Pisos,,,
55.0,49.0,2,1.0,3,1146,279000,HouseType 1: Pisos,1960.0,True,False
73.0,53.0,3,1.0,3,851,179990,HouseType 1: Pisos,1955.0,True,False
83.0,,1,1.0,Bajo,948,210000,HouseType 1: Pisos,2006.0,True,False
77.0,,1,2.0,Bajo,850,179900,HouseType 1: Pisos,,,
102.0,86.0,2,1.0,1,1391,379000,HouseType 1: Pisos,1965.0,False,True
70.0,65.0,2,1.0,1,1119,269000,HouseType 1: Pisos,1920.0,True,False
130.0,115.0,2,2.0,1,1428,395000,HouseType 1: Pisos,,True,False
66.0,,2,1.0,1,979,220000,HouseType 1: Pisos,,True,False
42.0,40.0,1,1.0,1,740,149000,HouseType 4: Dúplex,1925.0,True,False
109.0,,3,2.0,,2012,650000,HouseType 1: Pisos,1960.0,,
295.0,,3,2.0,Bajo,1542,445000,HouseType 1: Pisos,1985.0,,
41.0,,2,1.0,Bajo,713,142000,HouseType 1: Pisos,,,
56.0,49.0,1,1.0,2,1393,380000,HouseType 1: Pisos,1973.0,False,True
40.0,,0,1.0,1,868,185000,,1994.0,,
80.0,,2,2.0,Bajo,1262,325000,HouseType 1: Pisos,,True,False
84.0,76.0,3,2.0,4,1391,379000,HouseType 1: Pisos,1968.0,True,False
72.0,,3,1.0,1,881,189000,HouseType 1: Pisos,1970.0,True,False
100.0,93.0,3,2.0,3,1275,330000,HouseType 1: Pisos,1950.0,False,True
92.0,,4,2.0,1,1318,348000,HouseType 4: Dúplex,1960.0,True,False
71.0,65.0,3,1.0,2,901,195000,HouseType 1: Pisos,1966.0,True,False
92.0,,4,2.0,,1318,348000,HouseType 2: Casa o chalet,1960.0,True,False
55.0,45.0,1,1.0,2,973,218000,HouseType 1: Pisos,2000.0,True,False
65.0,56.0,2,1.0,1,948,210000,HouseType 1: Pisos,1994.0,True,False
71.0,62.0,3,1.0,2,901,195000,HouseType 1: Pisos,1966.0,True,False
54.0,48.0,2,1.0,1,798,165000,HouseType 1: Pisos,1925.0,True,False
220.0,200.0,4,3.0,3,2416,849000,HouseType 1: Pisos,1965.0,False,True
69.0,,2,2.0,2,1038,240000,HouseType 1: Pisos,2020.0,True,False
90.0,72.0,3,2.0,1,1140,277000,HouseType 1: Pisos,1977.0,False,True
208.0,,4,3.0,2,-303,1400000,HouseType 1: Pisos,,,
53.0,40.0,2,1.0,1,809,168000,HouseType 1: Pisos,,True,False
148.0,118.0,3,2.0,2,1549,448000,HouseType 1: Pisos,,,
60.0,,2,1.0,1,1024,235000,HouseType 1: Pisos,,True,False
55.0,,2,1.0,1,780,160000,HouseType 1: Pisos,,True,False
76.0,,2,1.0,2,901,195000,HouseType 1: Pisos,,True,False
70.0,,2,1.0,1,851,180000,HouseType 1: Pisos,,True,False
35.0,32.0,1,1.0,5,780,160000,HouseType 1: Pisos,,,
112.0,96.0,2,1.0,Bajo,1093,259470,HouseType 1: Pisos,,,
124.0,,3,2.0,1,1551,449000,HouseType 1: Pisos,,False,True
129.0,107.0,3,2.0,6,1701,515000,HouseType 1: Pisos,1971.0,False,True
74.0,,3,1.0,2,881,189000,HouseType 1: Pisos,,,
75.0,,3,2.0,3,1200,300000,HouseType 4: Dúplex,2004.0,,
102.0,,3,1.0,Bajo,1122,270000,HouseType 1: Pisos,1976.0,True,False
240.0,,4,3.0,6,1900,1200000,HouseType 1: Pisos,,,
67.0,,2,1.0,3,1287,335000,HouseType 1: Pisos,,True,False
185.0,165.0,0,2.0,Bajo,1781,550000,HouseType 4: Dúplex,,,
78.0,,3,1.0,5,1416,390000,HouseType 1: Pisos,,,
50.0,,1,1.0,,1009,230000,HouseType 5: Áticos,,,
232.0,,5,3.0,5,2386,830000,HouseType 1: Pisos,,False,True
127.0,,3,2.0,8,1966,630000,HouseType 1: Pisos,,,
70.0,,2,1.0,Bajo,833,175000,HouseType 1: Pisos,,,
232.0,,5,3.0,2,2470,890000,HouseType 1: Pisos,,False,True
31.0,29.0,2,1.0,1,722,144200,HouseType 1: Pisos,,,
30.0,28.0,2,1.0,Bajo,646,125000,HouseType 1: Pisos,,True,False
43.0,40.0,2,1.0,Bajo,686,135000,HouseType 1: Pisos,,,
87.0,,3,2.0,1,1393,380000,HouseType 1: Pisos,,,
56.0,49.0,1,1.0,1,1195,298000,HouseType 1: Pisos,1973.0,False,True
64.0,58.0,2,1.0,1,1024,235000,HouseType 1: Pisos,1999.0,True,False
58.0,54.0,2,1.0,3,1287,335000,HouseType 1: Pisos,,True,False
140.0,,3,2.0,6,1897,600000,HouseType 1: Pisos,,False,True
57.0,,2,1.0,2,994,225000,HouseType 1: Pisos,,True,False
46.0,,1,1.0,2,985,222000,HouseType 1: Pisos,,True,False
135.0,105.0,2,1.0,8,2101,689000,HouseType 1: Pisos,1960.0,True,False
42.0,,2,1.0,3,948,210000,HouseType 1: Pisos,,True,False
75.0,,3,1.0,1,1245,318000,HouseType 1: Pisos,1980.0,True,False
58.0,53.0,2,1.0,1,1002,227500,HouseType 1: Pisos,1920.0,True,False
86.0,83.0,3,1.0,1,1262,325000,HouseType 1: Pisos,,False,True
77.0,,2,1.0,2,1146,279000,HouseType 1: Pisos,2004.0,True,False
48.0,,2,1.0,3,744,150000,HouseType 1: Pisos,,True,False
65.0,58.0,1,1.0,9,1318,348000,HouseType 1: Pisos,,False,True
48.0,,1,1.0,2,861,183000,HouseType 1: Pisos,2004.0,True,False
42.0,,2,1.0,1,901,195000,HouseType 1: Pisos,1950.0,True,False
42.0,,2,1.0,1,833,175000,HouseType 1: Pisos,1950.0,True,False
48.0,,1,1.0,2,910,198000,HouseType 1: Pisos,2004.0,True,False
45.0,44.0,2,1.0,Bajo,777,159000,HouseType 4: Dúplex,1930.0,True,False
43.0,,1,1.0,Bajo,901,195000,HouseType 1: Pisos,,True,False
60.0,,2,1.0,Bajo,766,156000,HouseType 1: Pisos,,True,False
50.0,,1,1.0,1,979,220000,HouseType 1: Pisos,2019.0,True,False
86.0,,3,2.0,3,1451,405000,HouseType 4: Dúplex,2019.0,True,False
280.0,258.0,4,4.0,,2452,875000,HouseType 2: Casa o chalet,1960.0,True,False
48.0,,1,1.0,Bajo,805,167000,HouseType 1: Pisos,,True,False
45.0,,1,1.0,Bajo,788,162000,HouseType 1: Pisos,2019.0,True,False
43.0,,1,1.0,Bajo,769,157000,HouseType 1: Pisos,,True,False
146.0,,3,2.0,Bajo,1250,320000,HouseType 4: Dúplex,,True,False
48.0,,1,1.0,Bajo,788,162000,HouseType 1: Pisos,,True,False
72.0,68.0,3,2.0,Entreplanta exterior,1311,345000,HouseType 1: Pisos,,True,False
26.0,22.0,1,1.0,1,830,174000,HouseType 1: Pisos,1917.0,True,False
73.0,62.0,1,1.0,1,1342,358000,HouseType 1: Pisos,,False,True
51.0,38.0,1,1.0,Bajo,661,128800,HouseType 1: Pisos,,True,False
86.0,80.0,3,2.0,Entreplanta exterior,979,220000,HouseType 1: Pisos,1992.0,,
33.0,27.0,0,1.0,6,917,200000,,1985.0,False,True
144.0,121.0,4,3.0,Bajo,2081,680000,HouseType 1: Pisos,1925.0,True,False
64.0,54.0,2,1.0,Bajo,1187,295000,HouseType 1: Pisos,1925.0,True,False
191.0,,4,2.0,7,2148,710000,HouseType 1: Pisos,1981.0,True,False
77.0,67.0,2,2.0,1,1197,299000,HouseType 1: Pisos,2011.0,True,False
400.0,,4,4.0,5,-181280,2780000,HouseType 1: Pisos,,True,False
96.0,95.0,3,2.0,Bajo,1508,430000,HouseType 4: Dúplex,,True,False
63.0,,2,2.0,Bajo,780,160000,HouseType 1: Pisos,1989.0,True,False
92.0,,3,2.0,6,1358,365000,HouseType 1: Pisos,,False,True
67.0,,1,1.0,2,1275,330000,HouseType 1: Pisos,1973.0,True,False
224.0,,4,3.0,1,2347,1100000,HouseType 5: Áticos,,,
91.0,77.0,4,2.0,2,1416,390000,HouseType 1: Pisos,,True,False
164.0,152.0,4,2.0,8,1978,635000,HouseType 1: Pisos,1923.0,True,False
103.0,,2,2.0,1,1717,522000,HouseType 1: Pisos,,,
88.0,80.0,3,2.0,2,1346,360000,HouseType 1: Pisos,,False,True
55.0,51.0,2,1.0,1,791,163000,HouseType 1: Pisos,1960.0,True,False
69.0,,2,1.0,2,1195,298000,HouseType 1: Pisos,2004.0,,
177.0,,3,3.0,6,2457,1050000,HouseType 1: Pisos,,False,True
208.0,,5,3.0,6,2192,730000,HouseType 1: Pisos,,False,True
30.0,,2,1.0,Bajo,646,125000,HouseType 1: Pisos,,True,False
55.0,50.0,1,1.0,3,1081,255000,HouseType 1: Pisos,,True,False
42.0,,1,1.0,1,901,195000,HouseType 1: Pisos,,True,False
117.0,,2,2.0,4,1966,630000,HouseType 1: Pisos,,,
50.0,,1,1.0,1,951,211000,HouseType 1: Pisos,1979.0,False,True
82.0,55.0,1,1.0,6,1067,250000,HouseType 1: Pisos,2000.0,True,False
65.0,60.0,1,1.0,Bajo,851,180000,HouseType 4: Dúplex,,,
40.0,34.0,1,1.0,1,847,179000,HouseType 1: Pisos,2007.0,True,False
42.0,,1,1.0,1,705,140000,HouseType 1: Pisos,,,
120.0,101.0,4,2.0,2,1712,519999,HouseType 1: Pisos,1960.0,False,True
135.0,110.0,2,1.0,8,2106,690990,HouseType 1: Pisos,1967.0,False,True
88.0,,3,1.0,2,1052,245000,HouseType 1: Pisos,,,
135.0,120.0,3,2.0,5,1966,630000,HouseType 1: Pisos,,,
210.0,,5,3.0,6,2126,700000,HouseType 1: Pisos,,False,True
345.0,300.0,5,4.0,3,1618,1240000,HouseType 1: Pisos,,,
80.0,,3,1.0,3,1024,235000,HouseType 1: Pisos,1958.0,True,False
90.0,,1,1.0,,1370,370000,HouseType 1: Pisos,1975.0,,
74.0,,1,1.0,5,1225,310000,HouseType 5: Áticos,2002.0,True,False
79.0,73.0,3,1.0,2,970,217000,HouseType 1: Pisos,,False,True
40.0,,1,1.0,Bajo,798,165000,HouseType 1: Pisos,,True,False
88.0,,2,2.0,1,1295,338379,HouseType 1: Pisos,,,
117.0,,2,2.0,1,1564,455000,HouseType 1: Pisos,,False,True
48.0,,2,1.0,Bajo,740,149000,HouseType 1: Pisos,,True,False
60.0,,1,1.0,1,1346,360000,HouseType 1: Pisos,2019.0,,
41.0,35.0,1,1.0,1,816,170000,HouseType 1: Pisos,2009.0,True,False
55.0,54.0,2,1.0,3,1146,279000,HouseType 1: Pisos,1970.0,True,False
63.0,,2,1.0,3,964,215000,HouseType 1: Pisos,,True,False
163.0,,3,2.0,8,2192,730000,HouseType 1: Pisos,1960.0,False,True
56.0,,2,1.0,1,1094,260000,HouseType 1: Pisos,,,
45.0,40.0,0,1.0,1,994,225000,,,True,False
63.0,,2,1.0,2,1187,295000,HouseType 1: Pisos,2005.0,True,False
65.0,,2,1.0,3,1108,265000,HouseType 1: Pisos,,True,False
80.0,,2,2.0,4,1320,349000,HouseType 1: Pisos,,True,False
60.0,,2,1.0,1,1035,239000,HouseType 1: Pisos,,True,False
68.0,56.0,2,1.0,1,1200,300000,HouseType 1: Pisos,2010.0,True,False
280.0,,5,4.0,4,2516,980000,HouseType 1: Pisos,,False,True
65.0,,2,2.0,3,1416,390000,HouseType 4: Dúplex,1999.0,True,False
57.0,,1,1.0,8,1346,360000,HouseType 1: Pisos,,,
25.0,,1,1.0,1,830,174000,HouseType 1: Pisos,1917.0,,
200.0,185.0,6,4.0,1,2417,850000,HouseType 1: Pisos,,,
214.0,,5,3.0,6,2480,900000,HouseType 1: Pisos,1960.0,False,True
80.0,,2,2.0,3,1172,289000,HouseType 5: Áticos,2005.0,True,False
97.0,85.0,2,2.0,3,1428,395000,HouseType 1: Pisos,,True,False
80.0,,1,1.0,3,994,225000,HouseType 4: Dúplex,,True,False
36.0,,0,1.0,1,868,185000,,1994.0,True,False
25.0,21.0,1,1.0,1,830,174000,HouseType 1: Pisos,1917.0,,
51.0,46.0,2,1.0,2,705,140000,HouseType 1: Pisos,1930.0,True,False
91.0,,3,2.0,1,1148,280000,HouseType 1: Pisos,1996.0,True,False
38.0,31.0,1,1.0,2,725,145000,HouseType 1: Pisos,,True,False
78.0,70.0,2,1.0,3,1052,245000,HouseType 1: Pisos,,,
53.0,,1,1.0,3,901,195000,HouseType 5: Áticos,2020.0,True,False
45.0,,2,1.0,3,1064,249000,HouseType 1: Pisos,1930.0,True,False
95.0,94.0,3,3.0,Bajo,1462,410000,HouseType 4: Dúplex,,True,False
83.0,,4,3.0,1,1519,435000,HouseType 1: Pisos,1945.0,True,False
101.0,,3,1.0,2,979,220000,HouseType 1: Pisos,1996.0,True,False
68.0,,2,2.0,3,1187,295000,HouseType 1: Pisos,,,
105.0,,4,2.0,3,1428,395000,HouseType 1: Pisos,1974.0,True,False
119.0,,4,2.0,2,1735,530000,HouseType 1: Pisos,,False,True
159.0,,4,3.0,7,1892,598000,HouseType 5: Áticos,1981.0,False,True
110.0,98.0,2,2.0,2,1299,340000,HouseType 4: Dúplex,,True,False
105.0,,3,1.0,3,1322,349900,HouseType 1: Pisos,,True,False
196.0,,4,3.0,2,2479,899000,HouseType 1: Pisos,1960.0,False,True
55.0,50.0,2,1.0,Bajo,1009,230000,HouseType 1: Pisos,,True,False
89.0,88.0,3,2.0,3,1800,558000,HouseType 1: Pisos,,True,False
130.0,115.0,2,2.0,Bajo,1428,395000,HouseType 1: Pisos,1948.0,,
61.0,,2,1.0,3,884,190000,HouseType 1: Pisos,,,
92.0,77.0,3,1.0,3,1094,260000,HouseType 1: Pisos,1965.0,,
152.0,112.0,3,3.0,Entreplanta exterior,1685,508000,HouseType 4: Dúplex,2003.0,True,False
112.0,90.0,3,2.0,1,1122,270000,HouseType 1: Pisos,,,
34.0,26.0,1,1.0,Bajo,671,131250,HouseType 1: Pisos,,,
52.0,48.0,2,1.0,Entreplanta interior,1009,230000,HouseType 1: Pisos,,True,False
50.0,,1,1.0,1,705,140000,HouseType 1: Pisos,,True,False
57.0,,3,1.0,3,913,199000,HouseType 1: Pisos,,True,False
60.0,,2,1.0,Bajo,999,226500,HouseType 1: Pisos,,,
36.0,29.0,1,1.0,2,725,145000,HouseType 1: Pisos,1969.0,True,False
60.0,,2,1.0,Bajo,851,180000,HouseType 1: Pisos,,True,False
70.0,,2,1.0,3,1009,230000,HouseType 1: Pisos,1950.0,True,False
32.0,25.0,0,1.0,2,762,155000,,,True,False
65.0,,3,1.0,3,535,99000,HouseType 1: Pisos,,True,False
69.0,52.0,1,1.0,3,1009,230000,HouseType 1: Pisos,2005.0,True,False
42.0,,0,1.0,Bajo,913,199000,,2014.0,True,False
55.0,,1,1.0,5,1192,297000,HouseType 1: Pisos,1985.0,True,False
230.0,,5,3.0,2,2378,825000,HouseType 1: Pisos,,,
47.0,45.0,1,1.0,3,851,180000,HouseType 1: Pisos,1991.0,True,False
30.0,,1,1.0,1,850,179900,HouseType 1: Pisos,1942.0,True,False
112.0,108.0,3,2.0,5,1474,415000,HouseType 1: Pisos,,False,True
87.0,69.0,1,2.0,3,1187,295000,HouseType 4: Dúplex,2008.0,True,False
87.0,69.0,2,2.0,3,1187,295000,HouseType 4: Dúplex,2008.0,True,False
80.0,70.0,2,2.0,2,1122,270000,HouseType 4: Dúplex,,True,False
244.0,210.0,4,3.0,6,1900,1200000,HouseType 1: Pisos,,,
102.0,75.0,3,2.0,6,1655,495000,HouseType 1: Pisos,,,
54.0,51.0,2,1.0,1,773,158000,HouseType 1: Pisos,1960.0,,
145.0,122.0,4,2.0,1,1885,595000,HouseType 1: Pisos,1995.0,False,True
89.0,75.0,3,1.0,Entreplanta exterior,964,215000,HouseType 1: Pisos,1977.0,True,False
163.0,145.0,4,2.0,1,1941,619000,HouseType 1: Pisos,,False,True
110.0,90.0,4,2.0,2,1287,335000,HouseType 1: Pisos,,True,False
55.0,54.0,1,1.0,9,1496,425000,HouseType 1: Pisos,,,
50.0,45.0,2,1.0,Bajo,917,199999,HouseType 1: Pisos,,True,False
52.0,50.0,0,1.0,Bajo,662,129000,,1982.0,,
120.0,,4,3.0,2,1735,530000,HouseType 1: Pisos,,False,True
39.0,,1,1.0,4,698,138000,HouseType 1: Pisos,,,
73.0,,2,1.0,7,1551,449000,HouseType 1: Pisos,1970.0,False,True
75.0,68.0,1,1.0,1,1370,370000,HouseType 1: Pisos,,False,True
89.0,,3,2.0,6,1358,365000,HouseType 1: Pisos,,,
125.0,,7,2.0,3,1508,430000,HouseType 1: Pisos,,,
64.0,,2,1.0,Bajo,1187,295000,HouseType 1: Pisos,,,
155.0,115.0,4,2.0,Bajo,948,210000,HouseType 1: Pisos,1996.0,True,False
156.0,,3,2.0,2,2181,725000,HouseType 1: Pisos,,False,True
60.0,55.0,2,1.0,3,915,199500,HouseType 1: Pisos,,True,False
81.0,,2,2.0,,1291,336806,HouseType 5: Áticos,,True,False
53.0,,1,1.0,2,882,189465,HouseType 1: Pisos,,True,False
53.0,,1,1.0,,1035,238896,HouseType 5: Áticos,,True,False
48.0,,2,1.0,1,717,143000,HouseType 1: Pisos,,,
100.0,,2,2.0,Bajo,1416,390000,HouseType 4: Dúplex,,,
57.0,55.0,2,1.0,Entreplanta exterior,864,184000,HouseType 1: Pisos,1980.0,True,False
192.0,,3,2.0,1,1966,630000,HouseType 1: Pisos,,True,False
72.0,,1,1.0,Entreplanta exterior,1089,258000,HouseType 1: Pisos,1980.0,True,False
105.0,100.0,3,2.0,3,1275,330000,HouseType 1: Pisos,,,
65.0,,2,1.0,2,979,220000,HouseType 1: Pisos,1970.0,True,False
93.0,,2,1.0,1,1323,350000,HouseType 1: Pisos,,True,False
114.0,,3,1.0,3,1038,240000,HouseType 5: Áticos,,,
135.0,125.0,5,2.0,2,1353,363000,HouseType 1: Pisos,,True,False
66.0,61.0,2,1.0,3,1024,235000,HouseType 1: Pisos,1970.0,True,False
68.0,60.0,3,1.0,1,892,192500,HouseType 1: Pisos,,True,False
125.0,,4,2.0,2,1200,300000,HouseType 5: Áticos,,True,False
62.0,,1,1.0,3,1393,379900,HouseType 1: Pisos,,False,True
60.0,,2,1.0,Bajo,830,174000,HouseType 1: Pisos,1925.0,True,False
50.0,45.0,1,1.0,Entreplanta exterior,913,199000,HouseType 1: Pisos,2005.0,True,False
105.0,95.0,3,1.0,3,1323,350000,HouseType 1: Pisos,,,
165.0,,3,,Bajo,1140,276800,HouseType 1: Pisos,1965.0,,
88.0,82.0,3,1.0,2,1092,259000,HouseType 1: Pisos,1912.0,True,False
280.0,200.0,5,4.0,4,2516,980000,HouseType 1: Pisos,1969.0,False,True
68.0,,2,1.0,2,740,149000,HouseType 1: Pisos,,True,False
62.0,50.0,2,1.0,3,666,130000,HouseType 1: Pisos,1960.0,True,False
82.0,,3,1.0,3,964,215000,HouseType 1: Pisos,1976.0,False,True
90.0,,3,1.0,2,979,220000,HouseType 1: Pisos,,True,False
50.0,,2,1.0,1,1122,270000,HouseType 1: Pisos,,True,False
